Abundances (Grouped): Total Proteins,Abundances (Grouped): No Wash,"Abundances (Normalized): F1: Sample, Total Proteins, Total1, 1","Abundances (Normalized): F2: Sample, Total Proteins, Total1, 2","Abundances (Normalized): F7: Sample, No Wash, MF1, 1","Abundances (Normalized): F8: Sample, No Wash, MF1, 2","Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
55.8,144.2,400505739.5,341966880.5,985553501.6,927559627.9,145849106.8,162168179.9,928340822.9,927559627.9
,200,,,2531655.814,2758889.234,,,2384689.859,2758889.234
126.9,73.1,5543861.267,8623215.22,4206722.318,3764416.094,2018865.484,4089317.406,3962516.547,3764416.094
76.1,123.9,,447887.876,724326.4149,734294.375,,212398.2344,682278.3125,734294.375
20.7,179.3,1622415.97,1893707.615,14394707.84,16075464.34,590822.7939,898037.6016,13559076.09,16075464.34
3.6,196.4,28490.07865,15483.25832,1265071.438,1041370.438,10375.01367,7342.5,1191632.375,1041370.438
,200,,,491211.9706,495727.9688,,,462696.4688,495727.9688
27,173,4997101.17,4927536.482,31296727.87,32221601.1,1819756.049,2336745.656,29479911.6,32221601.1
77.9,122.1,5818712.631,2469837.493,5729630.769,6150612.266,2118956,1171251,5397018.156,6150612.266
127.7,72.3,8599885.73,8108498.033,4850357.65,4602495.5,3131754.5,3845227.25,4568788,4602495.5
31,169,1914930.567,2340946.155,11146367.67,11909596.63,697345.5938,1110127.906,10499306.34,11909596.63
,200,,,854286.7855,1123758.625,,,804694.3125,1123758.625
27.7,172.3,278924.625,145130.2586,1199826.31,1308122.953,101573.8438,68823.94531,1130174.813,1308122.953
,,,,,,,,,
63.3,136.7,391340.1486,480626.0119,1041867.466,842078.2813,142511.3438,227923.375,981385.6875,842078.2813
80.5,119.5,,186024.3702,293256.521,259912.7344,,88216.82813,276232.5938,259912.7344
96.4,103.6,12636097.19,15671952.56,14239377.32,16066592.41,4601590.703,7431982.938,13412762.72,16066592.41
145.3,54.7,4844094.069,7870147.321,2304736.323,2340243.969,1764036.625,3732196.125,2170943.344,2340243.969
99.4,100.6,114811458.6,105361674.7,109946196.6,112779043.5,41810009.26,49964812.34,103563675.1,112779043.5
122.6,77.4,70263229.39,64316276.28,39812191.1,45286888.25,25587221.94,30500186,37501040.97,45286888.25
149.8,50.2,6475165.055,6267630.875,2177131.209,2089472.75,2358011.25,2972247.75,2050745.875,2089472.75
88.8,111.2,,3221319.834,3980533.46,4093097.5,,1527620.375,3749458.25,4093097.5
117.7,82.3,1134873.156,1569006.42,1102996.194,788559.8125,413278.0625,744057.1875,1038965.813,788559.8125
132,68,4565914.905,3655702.198,1741006.734,2539040.5,1662734.25,1733614,1639939,2539040.5
,200,,,2230638.304,2833541.625,,,2101146.813,2833541.625
102.3,97.7,8509184.423,9343576.515,7919779.639,9158718.75,3098724.5,4430928.5,7460026,9158718.75
37.5,162.5,1912004.932,2357944.197,9159499.518,9222404.719,696280.1875,1118188.75,8627778.508,9222404.719
55,145,1503192.064,1954646.438,4002881.015,5103792.719,547405.9375,926936.125,3770508.5,5103792.719
179,21,4350083.278,5708486.503,510318.6378,670066.875,1584136.5,2707089.25,480693.9688,670066.875
7,193,327151.3566,443399.2731,9746491.679,11266727,119136.2031,210269.6406,9180695,11266727
200,,10579414.29,8795271.478,,,3852624.25,4170910.25,,
135.5,64.5,183302023.1,178721947.4,81310057.74,91488009.54,66751693.43,84753859.39,76589901.8,91488009.54
154.3,45.7,35053983.19,36449055.64,10582817.19,10615623.05,12765340.5,17284940,9968470.719,10615623.05
11.2,188.8,160519.2525,172919.2345,2699850.154,2941685.531,58455.06641,82002.08594,2543120.297,2941685.531
77.7,122.3,49246306.1,46625704.9,75564161.6,75296802.66,17933650,22110929.83,71177562.5,75296802.66
127.7,72.3,114806159.9,116516175.1,66748758.58,64363873.91,41808079.67,55254520.58,62873905.23,64363873.91
196.6,3.4,3855704.004,3407161.569,88510.24571,43081.26953,1404102.188,1615750.594,83372.10938,43081.26953
153.2,46.8,6349619.742,6560795.064,1820018.884,2135414.266,2312292.375,3111272.625,1714364.391,2135414.266
93.5,106.5,66869626.45,62998467.62,71200513.59,76661564.06,24351399.55,29875252.29,67067230,76661564.06
90.1,109.9,55010469.3,57415380.34,67538451.56,69605066.38,20032741.15,27227630.09,63617755.5,69605066.38
109.3,90.7,345384726.8,368227956.2,292009365.3,299591474,125776109.9,174621756.8,275057837,299591474
,200,,,1035797.802,819164.375,,,975668.375,819164.375
103.3,96.7,33664233.15,33352002.27,34653353.03,28428526.52,12259245.88,15816249.5,32641680.25,28428526.52
178.3,21.7,98149061.11,103839269.8,12464525.02,12070309.11,35742191.63,49242854.64,11740942.93,12070309.11
198.6,1.4,5598714.508,8193450.354,47701.41513,,2038840.969,3885513.5,44932.28516,
168.6,31.4,3307176.49,3987448.272,784823.8553,583617.125,1204349.125,1890935.25,739263.7969,583617.125
195.9,4.1,37023046.94,41451982.73,602976.361,1134891.375,13482399.36,19657437.53,567972.7891,1134891.375
,,,,,,,,,
45.3,154.7,64871749.01,50040250.47,198094455.3,190616977.6,23623847.83,23730182.08,186594811.3,190616977.6
20.5,179.5,1215920.286,,10334773.73,10918156.5,442792.375,,9734826.5,10918156.5
31.6,168.4,8505683.967,6192225.246,35840893.99,41746797.69,3097449.766,2936488.75,33760282.89,41746797.69
58.4,141.6,69781757.71,35248643.08,123877390.9,116597290.1,25411888.08,16715678.09,116686145.2,116597290.1
31.3,168.7,15180132.74,15220085.46,78739936.32,85257444.06,5528032.64,7217697.67,74168979.31,85257444.06
75.6,124.4,36419476.44,37119105.01,58546575.69,62567106.3,13262601.71,17602692.08,55147869.86,62567106.3
146.8,53.2,2914042.498,3905177.845,1190580.675,1252536.07,1061184.531,1851920.813,1121465.898,1252536.07
164.6,35.4,78079383.34,110086409.5,18532091.42,21499725.19,28433570.84,52205385.02,17456279.11,21499725.19
200,,,2297153.825,,,,1089360.625,,
,200,,,712997.6395,806675.6875,,,671607.1875,806675.6875
179.8,20.2,172879623.1,217105370.7,21450130.99,22197183.04,62956247.88,102956118.9,20204922.64,22197183.04
69.9,130.1,10450264.73,12680462.92,18922552.2,24290470.06,3805592.844,6013353.071,17824073.13,24290470.06
,200,,,3631053.567,3882641.875,,,3420266.125,3882641.875
,200,,,8392191.255,9360730,,,7905013.5,9360730
17.4,182.6,2699301.393,3693578.586,33886920,32438975.04,982983.9082,1751575.813,31919739.66,32438975.04
123.6,76.4,22074764.06,19636397.9,12398189.16,13343561.06,8038797.707,9312009.693,11678457.95,13343561.06
64.4,135.6,96589073.91,106873039.2,214272662.9,213938108.3,35174103.05,50681534.5,201833852.6,213938108.3
73.1,126.9,71742126.76,68778228.89,131531808.5,113044263.6,26125780.66,32616141.59,123896213.8,113044263.6
64.9,135.1,97596198.43,93989535.32,207624425.1,191659775.8,35540859.87,44571894.94,195571553.8,191659775.8
82.1,117.9,159700415.2,158591780.6,229094327.9,227712221.9,58156876.67,75207693.69,215795100.5,227712221.9
83.9,116.1,241297474.2,281628697.3,357952522.4,363239401.2,87871452.52,133554492.7,337172907,363239401.2
76.4,123.6,308045479.3,316189415.7,538525604.6,473057287.9,112178562.2,149943941.8,507263484,473057287.9
183.7,16.3,62990327.22,67203634.7,6570297.684,5070250.582,22938704.88,31869434.56,6188883.25,5070250.582
198.1,1.9,62177075.22,70472290.11,584697.9385,690284.0156,22642549.13,33419502.5,550755.4531,690284.0156
170.3,29.7,30668073.17,25685103.95,4533490.733,5286817,11168157.25,12180438.5,4270315.625,5286817
,200,,,941121.8637,1117953.75,,,886488.5,1117953.75
185.6,14.4,11587513.8,10975626.6,836184.2203,921107.7656,4219736.125,5204882.375,787642.625,921107.7656
181.8,18.2,82588042.62,79129699.17,6959889.718,9392069.25,30075454.75,37525035.38,6555858.953,9392069.25
197.7,2.3,3612639.846,2319784.581,33355.75156,34609.69922,1315587.375,1100092.625,31419.40625,34609.69922
187.7,12.3,48131339.67,47820162.2,3057223.068,3233647.809,17527621.22,22677367.63,2879747.242,3233647.809
191.1,8.9,4054729.768,2748362.107,,156219.8594,1476579.875,1303333.469,,156219.8594
174.6,25.4,12594958.72,13237079.31,1798621.338,1966558.188,4586609.625,6277312.75,1694209,1966558.188
,200,,,1790288.877,1765652.5,,,1686360.25,1765652.5
182.4,17.6,21673264.33,15099828.76,2047317.244,1481076.766,7892586.625,7160669.313,1928467.781,1481076.766
173.4,26.6,1302305.18,1459447.606,257276.4724,173629.125,474250.5,692102,242341.2344,173629.125
118.8,81.2,6840009.123,6297892.026,4293055.528,4681350.313,2490873.719,2986598.25,4043838,4681350.313
186.9,13.1,6811763.564,7733165.295,552755.2524,468449.4648,2480587.75,3667236.25,520667.082,468449.4648
151.3,48.7,4161558.326,4727453.128,1373882.7,1480532.5,1515482.813,2241861.75,1294127,1480532.5
53,147,108663.3659,160060.5881,245231.4957,545657.125,39571.10547,75904.23438,230995.4844,545657.125
84.9,115.1,117780652.3,113271440.6,146269055.8,167723870.5,42891277.8,53715796.47,137777944.5,167723870.5
108.6,91.4,115125474.4,114531898,90584434.67,103061979.1,41924362,54313532.95,85325888.94,103061979.1
43.4,156.6,2575130.338,2317907.477,9005745.049,8648122.875,937765.4863,1099202.461,8482949.688,8648122.875
52,148,4267438.002,2825200.149,10103241.76,9647387.906,1554040.203,1339771.75,9516735.266,9647387.906
51.6,148.4,1363930.469,2138657.609,4875501.204,4953087.25,496692.1094,1014198.25,4592471.938,4953087.25
160.6,39.4,117546257,102465407.9,28363640.25,25497102.04,42805919.84,48591339.25,26717093.58,25497102.04
13.8,186.2,960504.5788,,13373332.57,12595235.5,349779.5938,,12596993,12595235.5
28.2,171.8,73016.06013,79869.75971,440409.2428,492287.0313,26589.69922,37875.98828,414842.9063,492287.0313
135.9,64.1,3324285.618,4232100.887,1585736.863,1974772.438,1210579.625,2006954.875,1493682.75,1974772.438
37.6,162.4,245097.5496,,883729.0078,1269367.695,89255.29688,,832427.375,1269367.695
,200,,,8287704.671,9957914,,,7806592.5,9957914
112.7,87.3,910170652.4,911931166.9,728693703.5,682972235.7,331449873.4,432457720.1,686392074.3,682972235.7
138.1,61.9,2983453.678,2801720.634,,1296228.875,1086461.469,1328637.25,,1296228.875
133.1,66.9,74504907.85,70916982.43,34876128.03,38355617.28,27131881.49,33630385.33,32851522.87,38355617.28
88.3,111.7,98114122.03,105665097.5,126500682.4,131059693.6,35729468.14,50108702.08,119157151.2,131059693.6
48.7,151.3,121649629.6,122263290,369732975,388777636.3,44300213.62,57979928.27,348269488.9,388777636.3
52.8,147.2,135955033.2,151832317.1,403840747.3,397559824.5,49509702.83,72002208.15,380397260.1,397559824.5
58.5,141.5,248109157.8,242697431.1,582664648.9,605268204.2,90352011.17,115092434.1,548840198.7,605268204.2
91.7,108.3,15135553.72,23562807.09,23073428.94,21527059.75,5511798.641,11173998.88,21733986,21527059.75
62.6,137.4,24705269.93,23355013.27,52365850.13,53051658.03,8996728.875,11075458.5,49325943.56,53051658.03
58.5,141.5,15060855.54,14171240.41,36648852.06,34148690.75,5484596.375,6720312.391,34521337.93,34148690.75
84.3,115.7,90359236.95,89177504.17,113767718.7,133148968.9,32905431.05,42289924.44,107163352.8,133148968.9
,200,,,14211410.07,14815410,,,13386419,14815410
82.1,117.9,91248314.85,99554295.77,130146788.3,144225081.6,33229199.74,47210826.15,122591595.9,144225081.6
,200,,,212043.3654,146060.625,,,199733.9688,146060.625
2.2,197.8,57712.3814,423170.0165,12023129.1,16350681.69,21016.67578,200676.4844,11325170.63,16350681.69
139.7,60.3,990935018.3,1047200633,452646727,426349114,360861213.8,496605461.7,426369988.3,426349114
27.4,172.6,31664819.41,30328053.68,188905299.2,201856115.3,11531134.69,14382226.89,177939097.8,201856115.3
134.4,65.6,127396172.4,127899683.7,62180264.48,62359665.52,46392888.09,60652829.56,58570618.23,62359665.52
28.9,171.1,8851055.885,10802532.9,56801342.26,58959977.75,3223221.211,5122797.552,53503949.53,58959977.75
27.2,172.8,2534633.713,2419937.427,16046572.81,15444950,923018.1406,1147587.297,15115048.13,15444950
,200,,,1343755.661,1402754.75,,,1265748.875,1402754.75
183.3,16.7,149947919.1,148078514.3,14603477.72,12576455.59,54605384.91,70222072.69,13755726.61,12576455.59
30.5,169.5,22171533.15,20662642.08,118555612.5,119192383.7,8074037.363,9798677.146,111673303.1,119192383.7
1.6,198.4,55956.72016,73389.50194,7748036.339,8469938.375,20377.33008,34802.9082,7298252.625,8469938.375
186.7,13.3,1607161.149,2446846.673,139746.1513,142804.875,585267.5625,1160348.25,131633.7031,142804.875
152.4,47.6,1144302.673,2001729.091,135223.0479,1654131.984,416711.9375,949263.75,127373.1719,1654131.984
26.9,173.1,1595659.753,971528.1336,7861395.022,8138259.344,581079.1875,460719.9063,7405030.688,8138259.344
184.8,15.2,115119365,126341099.1,9665069.166,10198903.76,41922137.19,59913714.63,9103999.172,10198903.76
200,,16646212.15,19610753.84,,,6061923.547,9299848.719,,
85.4,114.6,3142916.986,,3702095.587,4810188.375,1144532,,3487184.063,4810188.375
89.5,110.5,2947516.495,3703754.335,4159135.546,4008900,1073374.5,1756401.375,3917692.25,4008900
105.6,94.4,6941599.721,12063846.51,7772545.155,8606018.859,2527869.188,5720940.074,7321338.672,8606018.859
142,58,64687851.69,72047457.93,31092770.99,25008655.09,23556879.36,34166481.56,29287794.68,25008655.09
59.4,140.6,40397581.92,41247604.01,91966411.19,101406703,14711277.91,19560516.67,86627639.9,101406703
66.1,133.9,1108631.168,1101267.011,2169584.271,2311648.406,403721.7188,522244.9219,2043637.047,2311648.406
150.5,49.5,39771691.08,40428374.13,12044219.33,14472317.56,14483352.04,19172019.93,11345036.53,14472317.56
43.6,156.4,33313929.42,27892893.17,105462558.6,113419997.3,12131678.45,13227420.47,99340318.22,113419997.3
189.7,10.3,162529084.2,152542304.7,10730557.58,6743376.461,59186971.39,72338899.8,10107634.58,6743376.461
158.6,41.4,60258014.69,52739336.73,14635267.29,14802197.08,21943699.55,25010147.86,13785670.75,14802197.08
199.8,0.2,43368705.88,48954778.02,172274.1578,9881.114258,15793249.36,23215427.28,162273.416,9881.114258
185.4,14.6,19159963.18,20847902.62,1568269.749,,6977337,9886531.75,1477229.625,
200,,20461809.43,19600131.63,,,7451420.375,9294811.438,,
187.5,12.5,29613090.13,22895063.37,1711184.934,1766279.375,10783972.16,10857340.19,1611848.395,1766279.375
200,,13499345.9,5265377.871,,,4915953.375,2496957.438,,
155.8,44.2,10829178.67,11145989.84,3533401.692,2749027.93,3943579.031,5285672.352,3328283.07,2749027.93
97.8,102.2,8439143.717,8142738.334,9297556.925,8059785.25,3073218.313,3861464.75,8757821.5,8059785.25
192.2,7.8,373952458.1,432703286.8,14662071.8,18334592.88,136179401.7,205197369.8,13810919.22,18334592.88
200,,26890468.1,29251645.88,,,9792495.75,13871770.75,,
32,168,399994.3419,1640117.712,3906842.957,4614449.344,145662.875,777779.7188,3680045.578,4614449.344
59.5,140.5,6372795.243,6232225.64,14743429.37,14990566,2320732.02,2955457.813,13887553.88,14990566
7.9,192.1,1409551.692,1684719.657,32769136.42,43315105.47,513305.6406,798930.9375,30866844.89,43315105.47
,200,,,9731270.971,9626687.5,,,9166357.875,9626687.5
1.8,198.2,,28756.41388,2873045.845,3658754.125,,13636.9209,2706261.75,3658754.125
137.5,62.5,14897769.27,5810404.511,7345179.069,2433080.25,5425206.5,2755421,6918781.75,2433080.25
111.4,88.6,61351312.02,46506683.94,42335356.05,42650647.63,22341837.27,22054487.48,39877732.88,42650647.63
72,128,3848110.478,2249143.15,4757357.228,5749755.563,1401336.911,1066592.912,4481186.375,5749755.563
60.1,139.9,217583.7858,284516.5684,705779.5579,474662.8438,79235.82031,134923.9844,664808.125,474662.8438
126.6,73.4,63613337.29,63307198.55,38111036.86,35594662.3,23165581.68,30021659.25,35898640.98,35594662.3
58.7,141.3,4289231.846,2446865.46,7897071.727,7706900.219,1561976.7,1160357.159,7438636.313,7706900.219
49.4,150.6,16202382.55,17038646.53,51150992.81,50085104.72,5900297.521,8080099.135,48181610.31,50085104.72
127,73,54068871.56,46795939.65,27583560.78,30247844.51,19689846.72,22191658.88,25982298.75,30247844.51
3.7,196.3,,42824.29648,,2287922.25,,20308.21875,,2287922.25
89.8,110.2,,884517.6387,1028512.041,1143386.125,,419457.625,968805.5625,1143386.125
116,84,220930.765,237654.1108,144950.7209,190313.4844,80454.66406,112700.7813,136536.1406,190313.4844
15.9,184.1,,741946.7206,8853956.931,8387565.484,,351847.375,8339973.07,8387565.484
103.7,96.3,1079889.865,942730.9601,898217.1909,977874.75,393255.2188,447063.6563,846074.5,977874.75
91.6,108.4,4696707.846,5443265.738,5629240.48,6350001.094,1710364.113,2581315.758,5302455.656,6350001.094
160.2,39.8,66634996.05,97351347.8,20546414.42,19526970,24265956,46166140,19353668,19526970
115,85,166774538.6,141735239.5,109559745.9,117847353,60733006.02,67213952.94,103199658.4,117847353
131.3,68.7,8433806.64,6879029.267,3743726.504,4240642.5,3071274.75,3262186.25,3526398.25,4240642.5
111,89,73309752.02,76400612.02,58257767.59,61711507.04,26696650.75,36230842.52,54875827.45,61711507.04
41.2,158.8,4303584.184,5256394.948,17989937.24,18711488.47,1567203.281,2492697.539,16945597.69,18711488.47
63.7,136.3,3766951.605,2920531.314,7529870.792,6693997.625,1371781.906,1384979.875,7092751.875,6693997.625
67.2,132.8,377588.7695,585716.9803,831341.1353,1039029.938,137503.6094,277759.8125,783080.6875,1039029.938
148.6,51.4,22237013.25,19757126.71,7428412.239,7065089.107,8097882.75,9369261.938,6997183.125,7065089.107
44.5,155.5,1380362.915,1053401.727,4167678.74,4271007.75,502676.1875,499546.1563,3925739.5,4271007.75
,200,,,126143.3335,137033.8125,,,118820.5469,137033.8125
89.3,110.7,6532341.994,6901153.272,8501296.124,8143909.125,2378832.938,3272677.938,8007784.688,8143909.125
47.6,152.4,666471748.4,631831911.8,2102843017,2053710171,242703910.6,299628522.4,1980770210,2053710171
48.1,151.9,670647519.5,624229026.4,2109893831,1974786731,244224569.1,296023067.7,1987411715,1974786731
38.1,161.9,544236677.2,559851986,2364001309,2332146907,198190501.2,265494066.1,2226767920,2332146907
60.7,139.3,628952002.5,697997721.2,1588567390,1453191030,229040632.2,331005797.5,1496348961,1453191030
51.9,148.1,576521708.7,643524557.3,1791153245,1686980965,209947493.7,305173430.8,1687174440,1686980965
45.9,154.1,834923696.3,822840297.6,2719244400,2850349668,304047765.9,390208879.8,2561388681,2850349668
43.4,156.6,803365826.7,804216323.4,2889208647,2915264272,292555578.3,381376983.7,2721486280,2915264272
50.2,149.8,469483840,482602452.5,1423882915,1414496284,170968333.2,228860646.4,1341224637,1414496284
,200,,,177575.2921,408148.3125,,,167266.8125,408148.3125
78,122,1706231.491,1856869.688,2706133.455,2870044.688,621345.25,880568.25,2549038.844,2870044.688
94.8,105.2,917363.7915,1229977.082,1126955.451,1230651.172,334069.3438,583282.0547,1061534.203,1230651.172
40.7,159.3,521873.708,376325.0876,1653336.087,1822555.25,190046.75,178461.5938,1557357.75,1822555.25
25.6,174.4,81457.59173,144274.5147,810672.0157,673782.0625,29663.78711,68418.13281,763611.4375,673782.0625
148.6,51.4,2362315.604,,,818173.125,860266.375,,,818173.125
4.4,195.6,,46834.00635,1972454.852,2244928.25,,22209.71094,1857951.25,2244928.25
114.9,85.1,4642866.334,5415436.713,3176354.831,4341908.5,1690757.063,2568118.625,2991963.25,4341908.5
21.4,178.6,579124.0165,451725.9066,4074676.526,4478939.75,210895.1563,214218.3125,3838136.188,4478939.75
51.4,148.6,2838331.576,3677830.387,8682853.495,10026635.87,1033613.465,1744107.672,8178802.414,10026635.87
189,11,14944639.85,12232772.55,701452.6236,881983.25,5442275,5801048.5,660732.375,881983.25
23.3,176.7,6819329.643,7895401.589,54872573.34,56446106.41,2483343.031,3744172.252,51687148.19,56446106.41
35.4,164.6,821691.8307,689772.2224,3361493.035,3650018.938,299229.2188,327105.0859,3166353.938,3650018.938
,,,,,,,,,
,200,,,1880308.51,1810732.156,,,1771154.125,1810732.156
116.3,83.7,1016753.359,1052345.128,781453.1336,708822.625,370263.2813,499045.0938,736088.75,708822.625
22.3,177.7,4656813.475,3595866.564,32888172.98,32420991.72,1695836.086,1705238.633,30978971.22,32420991.72
151.5,48.5,7271479.554,5840002.865,1960489.895,2214359,2647999,2769457.188,1846680.875,2214359
